date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:49:34	7123/7123	---M--	200	added ('OK')	image/png	etag:%2267c69b3d-1bd3%22	https://html.awaikenthemes.com/weebix/images/about-circle.png	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/about-circle.png	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:34	241/241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-f1%22	https://html.awaikenthemes.com/weebix/images/arrow.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/arrow.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:35	177304/177304	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-2b498%22	https://html.awaikenthemes.com/weebix/images/about-us-img.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/about-us-img.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:35	210115/210115	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-334c3%22	https://html.awaikenthemes.com/weebix/images/service-img-2.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-img-2.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:36	109438/109438	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-1ab7e%22	https://html.awaikenthemes.com/weebix/images/service-img-1.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-img-1.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:36	116736/116736	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-1c800%22	https://html.awaikenthemes.com/weebix/images/service-img-3.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-img-3.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:36	160954/160954	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-274ba%22	https://html.awaikenthemes.com/weebix/images/service-img-5.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-img-5.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:37	134501/134501	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-20d65%22	https://html.awaikenthemes.com/weebix/images/service-img-6.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-img-6.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:37	155605/155605	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-25fd5%22	https://html.awaikenthemes.com/weebix/images/service-img-4.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-img-4.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:37	135957/135957	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-21315%22	https://html.awaikenthemes.com/weebix/images/works-img-1.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/works-img-1.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:37	139475/139475	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-220d3%22	https://html.awaikenthemes.com/weebix/images/works-img-2.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/works-img-2.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	146658/146658	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-23ce2%22	https://html.awaikenthemes.com/weebix/images/works-img-4.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/works-img-4.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	7718/7718	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-1e26%22	https://html.awaikenthemes.com/weebix/images/icon-whyus-1.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-whyus-1.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	11247/11247	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-2bef%22	https://html.awaikenthemes.com/weebix/images/icon-whyus-2.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-whyus-2.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	5924/5924	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-1724%22	https://html.awaikenthemes.com/weebix/images/icon-whyus-3.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-whyus-3.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	164082/164082	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-280f2%22	https://html.awaikenthemes.com/weebix/images/works-img-3.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/works-img-3.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	32041/32041	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-7d29%22	https://html.awaikenthemes.com/weebix/images/icon-whyus-4.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-whyus-4.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:38	10437/10437	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-28c5%22	https://html.awaikenthemes.com/weebix/images/icon-partners-1.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-partners-1.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:39	5230/5230	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-146e%22	https://html.awaikenthemes.com/weebix/images/icon-partners-2.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-partners-2.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:39	4341/4341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-10f5%22	https://html.awaikenthemes.com/weebix/images/icon-partners-3.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-partners-3.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:39	5130/5130	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-140a%22	https://html.awaikenthemes.com/weebix/images/icon-partners-4.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-partners-4.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:39	3425/3425	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-d61%22	https://html.awaikenthemes.com/weebix/images/icon-star.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-star.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:40	122976/122976	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-1e060%22	https://html.awaikenthemes.com/weebix/images/author-1.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/author-1.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:40	174329/174329	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-2a8f9%22	https://html.awaikenthemes.com/weebix/images/author-2.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/author-2.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:41	221722/221722	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-3621a%22	https://html.awaikenthemes.com/weebix/images/post-2.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-2.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	123746/123746	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-1e362%22	https://html.awaikenthemes.com/weebix/images/author-3.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/author-3.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	248871/248871	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-3cc27%22	https://html.awaikenthemes.com/weebix/images/post-1.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-1.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	250866/250866	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-3d3f2%22	https://html.awaikenthemes.com/weebix/images/post-3.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-3.jpg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	3959/3959	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-f77%22	https://html.awaikenthemes.com/weebix/images/footer-logo.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/footer-logo.svg	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-155ec%22	https://html.awaikenthemes.com/weebix/js/jquery-3.7.1.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/jquery-3.7.1.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	60635/60635	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-ecdb%22	https://html.awaikenthemes.com/weebix/js/bootstrap.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/bootstrap.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:42	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-1e31%22	https://html.awaikenthemes.com/weebix/js/validator.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/validator.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:43	21081/21081	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-5259%22	https://html.awaikenthemes.com/weebix/js/jquery.slicknav.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/jquery.slicknav.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:43	148486/148486	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-24406%22	https://html.awaikenthemes.com/weebix/js/swiper-bundle.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/swiper-bundle.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:43	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-2344%22	https://html.awaikenthemes.com/weebix/js/jquery.waypoints.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/jquery.waypoints.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:43	1057/1057	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-421%22	https://html.awaikenthemes.com/weebix/js/jquery.counterup.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/jquery.counterup.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:44	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-8a80%22	https://html.awaikenthemes.com/weebix/js/isotope.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/isotope.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:44	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-4ef8%22	https://html.awaikenthemes.com/weebix/js/jquery.magnific-popup.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/jquery.magnific-popup.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:44	23366/23366	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-5b46%22	https://html.awaikenthemes.com/weebix/js/SmoothScroll.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/SmoothScroll.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:44	63403/63403	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-f7ab%22	https://html.awaikenthemes.com/weebix/js/gsap.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/gsap.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:44	17047/17047	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-4297%22	https://html.awaikenthemes.com/weebix/js/magiccursor.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/magiccursor.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:45	15524/15524	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-3ca4%22	https://html.awaikenthemes.com/weebix/js/SplitText.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/SplitText.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:45	16155/16155	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-3f1b%22	https://html.awaikenthemes.com/weebix/js/ScrollTrigger.min.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/ScrollTrigger.min.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:45	16064/16064	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-3ec0%22	https://html.awaikenthemes.com/weebix/js/wow.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/wow.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:46	7286/7286	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b3d-1c76%22	https://html.awaikenthemes.com/weebix/js/function.js	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/js/function.js	(from https://html.awaikenthemes.com/weebix/index.html)
09:49:46	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%2267c69b3d-1acf0%22	https://html.awaikenthemes.com/weebix/webfonts/fa-brands-400.woff2	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-brands-400.woff2	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:46	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%2267c69b3d-5fa8%22	https://html.awaikenthemes.com/weebix/webfonts/fa-regular-400.woff2	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-regular-400.woff2	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:46	189684/189684	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b3d-2e4f4%22	https://html.awaikenthemes.com/weebix/webfonts/fa-brands-400.ttf	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-brands-400.ttf	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:46	63348/63348	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b3d-f774%22	https://html.awaikenthemes.com/weebix/webfonts/fa-regular-400.ttf	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-regular-400.ttf	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:47	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%2267c69b3d-24a04%22	https://html.awaikenthemes.com/weebix/webfonts/fa-solid-900.woff2	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-solid-900.woff2	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:47	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2267c69b3d-11d8%22	https://html.awaikenthemes.com/weebix/webfonts/fa-v4compatibility.woff2	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-v4compatibility.woff2	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:47	394668/394668	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b3d-605ac%22	https://html.awaikenthemes.com/weebix/webfonts/fa-solid-900.ttf	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-solid-900.ttf	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:47	10172/10172	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b3d-27bc%22	https://html.awaikenthemes.com/weebix/webfonts/fa-v4compatibility.ttf	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/webfonts/fa-v4compatibility.ttf	(from https://html.awaikenthemes.com/weebix/css/all.css)
09:49:48	30620/30620	---M--	200	added ('OK')	image/png	etag:%2267c69b3d-779c%22	https://html.awaikenthemes.com/weebix/images/hero-bg.png	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/hero-bg.png	(from https://html.awaikenthemes.com/weebix/css/custom.css)
09:49:48	932/932	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-3a4%22	https://html.awaikenthemes.com/weebix/images/icon-blockquote.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-blockquote.svg	(from https://html.awaikenthemes.com/weebix/css/custom.css)
